City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Nemuro,JP,43.3236,145.575,45.25,94,100,23.35,overcast clouds
336,Hovd,MN,48.0056,91.6419,64.58,35,13,1.57,few clouds
337,Babushkin,RU,51.7122,105.8647,44.56,56,20,13.71,few clouds
338,Yenagoa,NG,4.9247,6.2642,74.41,93,51,3.29,broken clouds
339,Batagay,RU,67.6333,134.6333,56.89,36,7,4.7,clear sky
340,Sisimiut,GL,66.9395,-53.6735,35.46,73,6,12.12,clear sky
341,Maniitsoq,GL,65.4167,-52.9,33.01,85,9,12.5,clear sky
342,Florence,IT,43.7667,11.25,69.48,79,0,10.0,clear sky
343,Lagoa,PT,39.05,-27.9833,58.21,62,5,18.84,clear sky
344,Champerico,GT,14.3,-91.9167,84.74,77,100,8.63,overcast clouds
345,Patitirion,GR,39.15,23.8667,71.38,83,100,2.62,overcast clouds
346,Saint-Augustin,CA,51.226,-58.6502,40.86,95,100,24.81,overcast clouds
347,Port Lincoln,AU,-34.7333,135.8667,60.06,63,15,19.46,few clouds
348,Ganzhou,CN,28.8184,115.4327,76.53,91,100,7.34,overcast clouds
349,Aden,YE,12.7794,45.0367,85.05,73,4,7.49,clear sky
350,Faanui,PF,-16.4833,-151.75,81.01,73,37,17.0,light rain
351,La Primavera,CO,5.4906,-70.4092,75.74,90,1,3.98,clear sky
352,Lompoc,US,34.6391,-120.4579,74.79,66,0,27.0,clear sky
353,Yerbogachen,RU,61.2767,108.0108,53.58,39,97,0.58,overcast clouds
354,Swan River,CA,52.1058,-101.2676,55.29,88,100,12.66,overcast clouds
355,Tabat,ID,-2.635,115.2274,80.56,81,46,1.3,scattered clouds
356,Safaga,EG,26.7292,33.9365,82.71,39,0,16.11,clear sky
357,Sabang,ID,5.8933,95.3214,82.49,78,100,22.75,light rain
358,Itarema,BR,-2.9248,-39.9167,74.88,89,6,8.1,clear sky
359,Omsukchan,RU,62.5333,155.8,45.14,61,91,3.62,overcast clouds
360,Mehamn,NO,71.0357,27.8492,40.91,87,100,13.33,overcast clouds
361,Kieta,PG,-6.2167,155.6333,83.84,75,97,5.12,light rain
362,Sakakah,SA,29.9697,40.2064,81.97,16,0,10.47,clear sky
363,Biscarrosse,FR,44.3945,-1.1672,60.75,55,0,6.91,clear sky
364,Terrace Bay,CA,48.7834,-87.1,41.79,99,100,7.2,overcast clouds
365,Stadskanaal,NL,52.9833,6.95,49.17,91,21,3.0,few clouds
366,Buta,CD,2.7858,24.73,66.63,100,99,0.65,overcast clouds
367,Impfondo,CG,1.6381,18.0667,69.69,99,100,3.47,overcast clouds
368,Antofagasta,CL,-23.65,-70.4,58.28,83,57,3.74,broken clouds
369,Oga,IT,46.4631,10.347,47.08,86,98,5.44,overcast clouds
370,Tairua,NZ,-37.0167,175.85,62.26,67,100,17.69,overcast clouds
371,Dikson,RU,73.5069,80.5464,30.22,89,15,10.58,few clouds
372,Sagua La Grande,CU,22.8067,-80.0756,76.19,77,100,1.41,light rain
373,Tres Lagoas,BR,-20.7511,-51.6783,70.52,48,0,5.61,clear sky
374,Sorong,ID,-0.8833,131.25,79.63,86,100,18.48,moderate rain
375,Ust-Kulom,RU,61.6864,53.6902,48.43,96,97,2.19,overcast clouds
376,Belyy Yar,RU,53.6039,91.3903,49.89,57,0,2.24,clear sky
377,Synya,RU,65.3718,58.0387,56.8,60,24,9.75,few clouds
378,Khartoum,SD,15.5518,32.5324,87.03,14,1,10.92,clear sky
379,Kokopo,PG,-4.352,152.2633,82.53,71,100,6.53,overcast clouds
380,Mezen,RU,65.8522,44.24,49.82,94,27,5.41,scattered clouds
381,Walvis Bay,NA,-22.9575,14.5053,51.1,93,0,5.75,clear sky
382,College,US,64.8569,-147.8028,75.47,28,75,6.91,broken clouds
383,Vestmannaeyjar,IS,63.4427,-20.2734,49.14,81,79,7.4,broken clouds
384,Svetlogorsk,BY,52.6333,29.7333,40.21,93,10,6.96,clear sky
385,Zinder,NE,13.8072,8.9881,84.36,16,0,7.78,clear sky
386,Bose,IT,45.4612,8.0137,61.2,91,100,4.63,overcast clouds
387,Manicore,BR,-5.8092,-61.3003,76.95,94,0,2.3,clear sky
388,Kushmurun,KZ,52.4503,64.6311,55.94,73,14,7.76,few clouds
389,Taltal,CL,-25.4,-70.4833,58.23,81,0,2.75,clear sky
390,Tonstad,NO,58.6626,6.7169,49.21,86,70,6.31,broken clouds
391,Luwuk,ID,-0.9516,122.7875,80.67,81,100,1.05,overcast clouds
392,Juneau,US,58.3019,-134.4197,69.8,100,40,8.05,scattered clouds
393,Grand Gaube,MU,-20.0064,57.6608,73.8,75,1,4.0,clear sky
394,Kota Bahru,MY,6.1333,102.2386,78.75,94,20,0.0,few clouds
395,Kokstad,ZA,-30.5472,29.4241,53.47,53,0,7.54,clear sky
396,Itaporanga,BR,-7.3044,-38.1503,70.29,89,26,3.51,scattered clouds
397,Eching,DE,48.3,11.6167,48.18,88,12,2.1,few clouds
398,Pak Phanang,TH,8.3511,100.202,84.22,79,100,6.33,overcast clouds
399,Sungairaya,ID,0.7,108.9,83.12,75,100,4.63,overcast clouds
400,Kasganj,IN,27.8167,78.65,89.53,41,16,6.85,few clouds
401,Caceres,ES,39.522,-6.3748,61.99,52,3,4.54,clear sky
402,Tonantins,BR,-2.8731,-67.8022,73.18,99,36,0.74,scattered clouds
403,Codrington,AU,-38.2667,141.9667,53.8,65,11,6.85,few clouds
404,Camara De Lobos,PT,32.6333,-16.9667,66.7,86,20,5.01,few clouds
405,Kiunga,PG,-6.1219,141.2906,83.34,70,70,3.65,broken clouds
406,Ladario,BR,-19.0047,-57.6017,75.45,49,0,3.09,clear sky
407,Constitucion,CL,-35.3333,-72.4167,44.17,70,0,8.68,clear sky
408,Caravelas,BR,-17.7125,-39.2481,71.24,91,32,3.42,scattered clouds
409,Cayenne,GF,4.9333,-52.3333,82.09,20,0,3.0,clear sky
410,San Quintin,MX,30.4833,-115.95,62.89,75,100,19.64,overcast clouds
411,Nanortalik,GL,60.1432,-45.2371,39.81,85,100,8.12,overcast clouds
412,Nitra,SK,48.3076,18.0845,47.59,65,95,1.99,overcast clouds
413,Tignere,CM,7.3667,12.65,63.57,90,94,3.15,overcast clouds
414,Poum,NC,-20.2333,164.0167,76.96,69,58,7.74,broken clouds
415,Chandur Bazar,IN,21.2417,77.7456,86.59,45,5,7.87,clear sky
416,Dingle,PH,10.9995,122.6711,84.33,72,100,2.21,overcast clouds
417,Kara,TG,9.5511,1.1861,77.05,85,100,2.77,overcast clouds
418,Gondar,ET,12.6,37.4667,67.37,21,85,4.63,overcast clouds
419,Mirabad,AF,30.4362,61.8383,70.02,27,0,24.7,clear sky
420,Ilulissat,GL,69.2167,-51.1,33.82,86,75,2.3,broken clouds
421,Lingao,CN,19.9103,109.6859,82.62,78,75,3.15,broken clouds
422,Saravan,AM,39.7196,45.6483,51.42,59,6,5.7,clear sky
423,Batagay-Alyta,RU,67.8006,130.4114,34.25,82,23,3.4,few clouds
424,Taksimo,RU,56.3444,114.8794,40.89,83,100,4.79,light rain
425,Praya,CV,14.9215,-23.5087,73.94,83,75,13.8,broken clouds
426,Deputatskiy,RU,69.3,139.9,35.51,77,60,1.43,broken clouds
427,Marigot,MF,18.0667,-63.0833,80.38,74,40,11.5,scattered clouds
428,Sosnovo-Ozerskoye,RU,52.5249,111.5418,44.1,41,96,8.79,overcast clouds
429,Ostersund,SE,63.1792,14.6357,38.61,93,75,12.66,broken clouds
430,Sarti,GR,40.1,23.9833,68.85,79,71,10.0,broken clouds
431,Negombo,LK,7.2083,79.8358,77.05,94,40,3.44,scattered clouds
432,Llanes,ES,43.4198,-4.7549,61.14,85,0,5.95,clear sky
433,San Matias,BO,-16.3667,-58.4,77.54,51,25,5.73,scattered clouds
434,Benton Harbor,US,42.1167,-86.4542,74.05,56,0,0.0,clear sky
435,Matara,LK,5.9485,80.5353,76.77,91,73,9.69,broken clouds
436,Luau,AO,-10.7073,22.2247,56.93,53,0,3.94,clear sky
437,Pochinki,RU,54.6988,44.8668,42.82,94,0,8.12,clear sky
438,Winslow,US,35.0242,-110.6974,84.38,8,0,27.63,clear sky
439,Wamba,NG,8.9333,8.6,73.8,81,1,1.52,clear sky
440,Sayyan,YE,15.1718,44.3244,60.78,50,0,0.72,clear sky
441,Zaozhuang,CN,34.8647,117.5542,79.68,59,36,9.8,scattered clouds
442,Port Moresby,PG,-9.4431,147.1797,83.62,65,20,11.5,haze
443,Alto Longa,BR,-5.2511,-42.2103,75.69,68,76,5.39,broken clouds
444,Boa Vista,BR,2.8197,-60.6733,84.18,65,20,5.75,few clouds
445,Ciudad Bolivar,VE,8.1222,-63.5497,85.28,55,89,12.12,overcast clouds
446,Bayir,TR,37.2687,28.2167,59.52,43,0,2.75,clear sky
447,Cape Canaveral,US,28.4058,-80.6048,81.07,78,75,12.66,broken clouds
448,Chegdomyn,RU,51.1167,133.0167,55.33,80,99,0.76,overcast clouds
449,Souillac,MU,-20.5167,57.5167,73.78,73,40,14.97,scattered clouds
450,Solnechnyy,RU,50.7214,136.6319,53.26,81,88,2.77,overcast clouds
451,Trairi,BR,-3.2778,-39.2689,73.27,93,3,5.32,clear sky
452,Kiama,AU,-34.6833,150.8667,62.58,63,16,8.01,few clouds
453,San Patricio,US,28.017,-97.5169,87.19,74,0,15.17,clear sky
454,Santa Maria,BR,-29.6842,-53.8069,65.5,88,100,6.91,thunderstorm with light rain
455,Hobyo,SO,5.3505,48.5268,77.58,84,11,20.98,few clouds
456,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.41,98,55,0.76,broken clouds
457,Raton,US,36.9034,-104.4391,84.54,16,0,25.32,clear sky
458,Menzelinsk,RU,55.7271,53.1026,48.74,92,1,15.43,clear sky
459,Merauke,ID,-8.4667,140.3333,83.84,61,2,9.73,clear sky
460,Crotone,IT,39.0851,17.1178,64.58,85,17,2.51,few clouds
461,Ouesso,CG,1.6136,16.0517,69.19,99,100,1.48,moderate rain
462,Charters Towers,AU,-20.1,146.2667,71.49,40,18,4.34,few clouds
463,Celestun,MX,20.8667,-90.4,79.65,78,83,11.5,broken clouds
464,Taoudenni,ML,22.6783,-3.9836,91.53,22,70,10.67,broken clouds
465,Belaya Gora,RU,68.5333,146.4167,53.38,37,17,1.63,few clouds
466,Los Alamos,US,35.8881,-106.307,82.96,8,0,16.11,clear sky
467,Egvekinot,RU,66.3167,-179.1667,39.88,76,100,4.05,overcast clouds
468,Port Blair,IN,11.6667,92.75,82.44,89,75,9.22,mist
469,Solginskiy,RU,61.05,41.3428,48.22,99,100,3.78,overcast clouds
470,Guerrero Negro,MX,27.9769,-114.0611,64.92,71,1,19.24,clear sky
471,Isangel,VU,-19.55,169.2667,86.11,74,40,4.61,scattered clouds
472,Husavik,IS,66.0449,-17.3389,45.86,63,6,2.01,clear sky
473,Igarka,RU,67.4667,86.5833,41.97,68,0,11.43,clear sky
474,Coquimbo,CL,-29.9533,-71.3436,53.33,93,20,2.3,few clouds
475,Missoula,US,47.0166,-113.8009,52.84,61,100,5.53,overcast clouds
476,Kidal,ML,18.4411,1.4078,93.43,14,57,5.01,broken clouds
477,San Policarpo,PH,12.1791,125.5072,83.84,71,38,4.94,scattered clouds
478,Saint-Francois,FR,46.4154,3.9054,48.67,71,0,3.44,clear sky
479,Isabela,PH,6.7085,121.9711,82.45,68,96,2.17,overcast clouds
480,Changji,CN,44.0167,87.3167,77.79,33,0,4.47,clear sky
481,Cairns,AU,-16.9167,145.7667,81.07,68,100,3.44,overcast clouds
482,Nome,US,64.5011,-165.4064,46.17,87,100,10.36,overcast clouds
483,Beachwood,US,41.4645,-81.5087,66.15,60,0,0.0,clear sky
484,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.24,91,95,4.03,overcast clouds
485,Vestmanna,FO,62.1564,-7.1664,45.52,81,75,19.57,broken clouds
486,Polazna,RU,58.2946,56.4055,51.19,97,100,8.32,overcast clouds
487,Mount Isa,AU,-20.7333,139.5,69.57,35,63,0.0,broken clouds
488,Oktyabrskoye,RU,43.0645,44.7417,50.14,93,14,6.71,few clouds
489,Dauriya,RU,49.9333,116.8667,53.78,31,63,10.54,broken clouds
490,Vanimo,PG,-2.6741,141.3028,86.04,65,10,3.47,clear sky
491,Thinadhoo,MV,0.5333,72.9333,83.39,69,48,11.56,scattered clouds
492,Tumut,AU,-35.3,148.2167,50.67,70,32,3.91,scattered clouds
493,Bloemfontein,ZA,-29.1211,26.214,53.08,62,0,11.5,clear sky
494,Abu Kamal,SY,34.4506,40.9171,83.01,18,66,7.85,broken clouds
495,Komsomolskiy,UZ,40.4272,71.7189,57.92,77,40,2.3,scattered clouds
496,Birjand,IR,32.8663,59.2211,57.67,28,0,16.11,clear sky
497,Linxi,CN,39.7,118.4333,85.12,40,13,15.35,few clouds
498,Kurilsk,RU,45.2333,147.8833,43.5,95,100,9.44,overcast clouds
499,Harer,ET,9.3094,42.1258,57.09,85,66,4.47,broken clouds
500,Cuxhaven,DE,53.8718,8.6909,50.2,76,75,13.8,broken clouds
501,Dolzhanskaya,RU,46.6311,37.8039,64.62,77,0,5.88,clear sky
502,Okato,NZ,-39.2,173.8833,58.91,100,100,12.3,overcast clouds
503,Altus,US,34.6381,-99.334,96.31,37,40,29.93,moderate rain
504,Pemangkat,ID,1.1667,108.9667,81.72,77,100,5.01,overcast clouds
505,Mischii,RO,44.3833,23.85,60.15,89,20,9.22,few clouds
506,Khromtau,KZ,50.2503,58.4347,55.53,77,0,10.96,clear sky
507,Coahuayana,MX,18.7333,-103.6833,80.92,69,53,5.39,broken clouds
508,Tupelo,US,34.2576,-88.7034,79.09,47,0,6.91,clear sky
509,Isiro,CD,2.7739,27.616,64.29,97,100,2.51,overcast clouds
510,Sarangpur,IN,23.5667,76.4667,80.96,66,0,15.97,clear sky
511,Vao,NC,-22.6667,167.4833,74.97,78,54,11.65,broken clouds
512,West Wendover,US,40.7391,-114.0733,70.81,26,40,8.05,scattered clouds
513,Tiarei,PF,-17.5333,-149.3333,86.02,69,44,13.49,scattered clouds
514,Aleksandrov Gay,RU,50.147,48.5704,63.32,67,100,5.88,overcast clouds
515,Asau,RO,46.4333,26.4,54.28,100,100,4.29,light rain
516,Kempele,FI,64.9131,25.5034,44.62,93,0,5.75,clear sky
517,Seoul,KR,37.5683,126.9778,69.4,71,75,4.61,broken clouds
518,Grand Bank,CA,47.0999,-55.765,42.8,97,100,23.22,overcast clouds
519,Teguise,ES,29.0605,-13.564,64.62,73,100,3.44,overcast clouds
520,Antalaha,MG,-14.9003,50.2788,70.25,92,91,7.81,moderate rain
521,Pangnirtung,CA,66.1451,-65.7125,24.76,86,17,5.95,few clouds
522,Jalu,LY,29.0331,21.5482,84.43,15,0,6.55,clear sky
523,Sernur,RU,56.9333,49.1536,47.61,96,100,12.53,overcast clouds
524,Tornio,FI,65.8481,24.1466,37.42,95,94,6.69,overcast clouds
525,Graaff-Reinet,ZA,-32.2522,24.5308,49.93,64,0,0.56,clear sky
526,Urubamba,PE,-13.3047,-72.1158,58.1,89,14,5.32,few clouds
527,Odienne,CI,9.51,-7.5692,73.8,84,27,3.74,scattered clouds
528,Wahiawa,US,21.5028,-158.0236,80.92,68,100,16.11,overcast clouds
529,Flin Flon,CA,54.7682,-101.865,54.48,75,100,4.18,overcast clouds
530,Mengcheng,CN,33.2579,116.5655,76.08,70,94,11.74,overcast clouds
531,Viadana,IT,44.9333,10.5333,58.23,92,100,16.84,moderate rain
532,Serafimovskiy,RU,54.4241,53.7964,50.56,93,10,11.97,clear sky
533,Villach,AT,46.6103,13.8558,51.21,97,100,3.0,overcast clouds
534,Sedan,FR,49.6667,5.0,44.73,89,5,6.93,clear sky
535,Puerto Maldonado,PE,-12.6,-69.1833,71.56,94,81,2.71,broken clouds
536,Sompeta,IN,18.9333,84.6,87.35,62,46,8.34,scattered clouds
537,Turangi,NZ,-39.0,175.9333,52.66,63,100,3.65,overcast clouds
538,Half Moon Bay,US,37.4636,-122.4286,73.87,64,75,14.97,broken clouds
539,Mutoko,ZW,-17.397,32.2268,51.24,95,0,3.74,clear sky
540,Balykshi,KZ,47.0667,51.8667,57.2,88,0,8.95,clear sky
541,Sukhobezvodnoye,RU,57.0491,44.8891,44.89,98,81,9.22,broken clouds
542,Zalesovo,RU,53.9939,84.7431,64.67,51,100,2.19,overcast clouds
543,Kirakira,SB,-10.4544,161.9205,83.43,75,42,4.43,scattered clouds
544,Maymyo,MM,22.0333,96.4667,70.93,83,2,1.66,clear sky
545,Abu Samrah,SY,35.3029,37.1841,73.35,33,0,3.56,clear sky
546,Taunggyi,MM,20.7833,97.0333,68.05,80,0,3.47,clear sky
547,Pelym,RU,61.0108,61.9978,50.83,95,97,4.34,light rain
548,Varnamo,SE,57.186,14.04,45.27,86,78,5.17,broken clouds
549,Talara,PE,-4.5772,-81.2719,64.13,86,31,12.53,scattered clouds
550,Huazhou,CN,21.6333,110.5833,82.99,82,100,11.99,overcast clouds
551,Barranca,PE,-10.75,-77.7667,62.29,84,25,8.16,scattered clouds
552,Naryan-Mar,RU,67.6713,53.087,56.37,58,0,15.99,clear sky
553,Guatire,VE,10.4762,-66.5427,71.6,94,80,2.26,broken clouds
554,Shumskiy,RU,54.8318,99.1328,54.81,37,0,3.67,clear sky
555,Havoysund,NO,70.9963,24.6622,44.83,82,100,12.84,overcast clouds
556,Alekseyevsk,RU,57.8406,108.3492,52.79,37,56,6.85,broken clouds
557,Tynset,NO,62.2759,10.7824,37.02,76,100,1.57,light rain
558,Dongsheng,CN,39.8161,109.9776,54.3,37,0,25.14,clear sky
559,Turayf,SA,31.6725,38.6637,75.45,25,0,13.8,clear sky
560,Agarak,AM,39.2068,46.5446,54.86,68,48,3.83,scattered clouds
561,Waingapu,ID,-9.6567,120.2641,81.23,72,100,3.76,overcast clouds
562,Hajnowka,PL,52.7433,23.5812,46.42,97,100,8.05,overcast clouds
563,Ballina,AU,-28.8667,153.5667,65.79,58,0,11.86,clear sky
564,Leningradskiy,RU,69.3833,178.4167,32.4,85,100,4.03,overcast clouds
565,Inhambane,MZ,-23.865,35.3833,67.66,80,0,7.14,clear sky
566,Qianguo,CN,45.1171,124.8568,75.11,38,100,20.18,overcast clouds
567,Mudgee,AU,-32.5943,149.5871,51.62,58,1,10.76,clear sky
568,Gympie,AU,-26.1898,152.665,69.19,53,0,6.44,clear sky
569,Necochea,AR,-38.5473,-58.7368,44.2,55,100,9.08,overcast clouds
570,Akyab,MM,20.15,92.9,82.33,82,70,3.98,broken clouds
571,Sobolevo,RU,54.4299,31.8996,38.61,98,27,8.1,scattered clouds
572,Homer,US,59.6425,-151.5483,71.04,63,0,8.05,clear sky
573,Galle,LK,6.0367,80.217,79.16,85,84,11.77,broken clouds
574,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,73,100,9.55,overcast clouds
575,Henties Bay,NA,-22.116,14.2845,55.29,91,7,6.62,clear sky
576,Mersing,MY,2.4312,103.8405,75.11,94,40,3.44,scattered clouds
577,Ambajogai,IN,18.7333,76.3833,79.12,54,0,11.63,clear sky
578,Aitape,PG,-3.1374,142.3475,84.96,69,35,3.69,scattered clouds
579,Ust-Maya,RU,60.4167,134.5333,52.41,56,100,10.33,overcast clouds
580,Bagdarin,RU,54.4333,113.6,38.17,77,100,7.87,light rain
581,Taveta,KE,-3.3963,37.6736,64.35,85,21,6.11,few clouds
582,Baiquan,CN,47.5833,126.0833,56.23,71,100,14.52,moderate rain
583,Oistins,BB,13.0667,-59.5333,80.69,78,40,14.97,scattered clouds
584,Kearney,US,40.6995,-99.0815,82.31,52,0,18.41,clear sky
585,Dwarka,IN,22.2394,68.9678,81.64,78,100,19.15,overcast clouds
586,Newport,GB,51.5877,-2.9984,53.1,75,43,9.82,scattered clouds
587,Virginia Beach,US,36.8529,-75.978,77.04,70,16,3.71,few clouds
588,Sungaipenuh,ID,-2.0833,101.3833,69.71,70,91,0.87,overcast clouds
589,Adrar,MR,20.5022,-10.0711,85.53,35,12,6.82,few clouds
590,Sur,OM,22.5667,59.5289,84.22,62,0,8.84,clear sky
591,Coruripe,BR,-10.1256,-36.1756,75.85,85,89,7.36,overcast clouds
592,Bairiki,KI,1.3292,172.9752,86.0,70,75,12.66,broken clouds
593,Bhairab Bazar,BD,24.0667,90.9667,78.91,87,67,4.59,broken clouds
594,Yuli,NG,9.6989,10.2744,78.69,64,0,5.95,clear sky
595,Houston,US,29.7633,-95.3633,91.8,61,0,17.27,clear sky
596,Slave Lake,CA,55.2834,-114.769,57.18,58,40,13.8,scattered clouds
597,Ouadda,CF,8.0777,22.4007,66.34,90,100,3.06,overcast clouds
598,Bartica,GY,6.4,-58.6167,77.32,97,4,2.37,clear sky
599,Namtsy,RU,62.7161,129.6658,54.57,70,100,11.14,overcast clouds
600,Sola,VU,-13.8833,167.55,86.67,70,20,4.61,few clouds
601,Santa Isabel,BR,-23.3156,-46.2214,60.1,83,0,2.37,clear sky
602,Iwanai,JP,42.9744,140.5089,57.09,78,98,6.93,overcast clouds
603,Jinhua,CN,29.1078,119.6547,76.33,89,98,1.74,light rain
604,Urumqi,CN,43.801,87.6005,74.35,36,0,4.47,clear sky
605,Priego De Cordoba,ES,37.4381,-4.1952,62.26,59,14,2.71,few clouds
606,Atakpame,TG,7.5333,1.1333,72.64,95,100,3.71,overcast clouds
607,Chabahar,IR,25.2919,60.643,82.72,80,0,6.93,clear sky
608,Magadan,RU,59.5667,150.8,42.87,84,60,4.81,broken clouds
609,San Rafael,AR,-34.6177,-68.3301,47.8,57,100,5.21,light rain
610,Maningrida,AU,-12.0667,134.2667,82.65,53,12,8.77,few clouds
611,Kinkala,CG,-4.3614,14.7644,68.94,92,11,2.51,few clouds
612,Nha Trang,VN,12.25,109.1833,82.4,72,100,2.82,overcast clouds
613,Esil,KZ,51.9556,66.4042,58.77,61,24,5.64,few clouds
614,Santa Rosa,PH,14.3122,121.1114,88.09,77,15,1.03,few clouds
615,Caboolture,AU,-27.0833,152.95,72.05,53,0,8.86,clear sky
616,Mayo,US,38.8876,-76.5119,75.15,67,0,8.05,clear sky
617,Coolum Beach,AU,-26.5333,153.1,72.1,65,0,8.77,clear sky
618,Marsh Harbour,BS,26.5412,-77.0636,79.48,79,3,12.48,clear sky
619,Saint-Pierre,RE,-21.3393,55.4781,68.92,56,75,8.05,broken clouds
620,Fort-Shevchenko,KZ,44.5086,50.263,66.43,44,0,10.54,clear sky
621,Aksu,CN,41.1231,80.2644,75.4,32,100,3.38,overcast clouds
622,Tecalitlan,MX,19.4667,-103.3,73.85,70,38,7.52,scattered clouds
623,Kazachinskoye,RU,57.6953,93.2761,58.35,43,0,3.15,clear sky
624,Margate,GB,51.3813,1.3862,50.88,73,2,5.99,clear sky
625,Freeport,US,40.6576,-73.5832,73.38,71,0,12.66,clear sky
626,Zabaykalsk,RU,49.6333,117.3167,55.22,27,44,8.08,scattered clouds
627,Nueva Loja,EC,0.0847,-76.8828,68.23,99,100,0.85,overcast clouds
628,Innisfail,AU,-17.5333,146.0333,74.89,59,96,1.88,overcast clouds
629,Mamakan,RU,57.8161,114.0028,41.16,98,100,3.4,light rain
630,Whitehorse,CA,60.7161,-135.0538,59.77,18,40,9.22,scattered clouds
631,Upata,VE,8.0086,-62.3989,77.2,82,55,6.11,broken clouds
632,Nelson Bay,AU,-32.7167,152.15,63.0,64,0,3.0,clear sky
633,Tucumcari,US,35.1717,-103.725,96.64,5,0,31.07,clear sky
634,Bayan,CN,46.0833,127.4,67.75,48,100,19.3,overcast clouds
635,Tezu,IN,27.9167,96.1667,79.23,67,1,1.54,clear sky
636,Taldom,RU,56.7333,37.5333,45.68,97,10,5.77,clear sky
637,Kununurra,AU,-15.7667,128.7333,80.58,39,22,0.0,few clouds
638,Raudeberg,NO,61.9875,5.1352,43.47,94,100,12.35,overcast clouds
639,Acarau,BR,-2.8856,-40.12,75.81,87,12,9.51,few clouds
640,Tabuk,PH,17.4189,121.4443,80.8,81,70,1.77,broken clouds
641,Rancagua,CL,-34.1708,-70.7444,45.68,70,98,3.4,overcast clouds
642,Aykhal,RU,66.0,111.5,46.87,43,75,8.86,broken clouds
643,Te Anau,NZ,-45.4167,167.7167,52.48,71,96,0.6,overcast clouds
644,Sibu,MY,2.3,111.8167,80.91,83,20,5.99,few clouds
645,Alta Floresta,BR,-9.8756,-56.0861,76.14,71,95,1.25,overcast clouds
646,Nanga Eboko,CM,4.6833,12.3667,67.53,99,85,2.13,overcast clouds
647,Tripoli,LY,32.8752,13.1875,73.15,57,0,11.03,clear sky
648,Sibolga,ID,1.7427,98.7792,79.16,74,100,2.42,overcast clouds
649,Marawi,PH,7.9986,124.2928,73.35,78,99,1.66,overcast clouds
650,Mitsamiouli,KM,-11.3847,43.2844,78.03,69,11,3.74,few clouds
651,Chumikan,RU,54.7183,135.315,33.28,98,100,18.14,snow
652,Port Hueneme,US,34.1478,-119.1951,71.55,74,100,12.66,overcast clouds
653,Weyburn,CA,49.6668,-103.8511,61.02,77,100,8.05,overcast clouds
654,Kalmunai,LK,7.4167,81.8167,79.5,77,59,5.08,broken clouds
655,Tazmalt,DZ,36.3868,4.3989,68.54,54,0,3.87,clear sky
656,Bon Air,US,37.5249,-77.5578,73.11,77,0,5.75,clear sky
657,Raboso,MX,18.5667,-98.45,77.25,45,100,4.74,overcast clouds
658,Tomatlan,MX,19.9333,-105.25,80.06,69,25,6.13,scattered clouds
659,Ambilobe,MG,-13.2,49.05,67.03,89,29,3.36,scattered clouds
660,Swan Hill,AU,-35.3378,143.5544,55.76,74,42,7.7,scattered clouds
661,Pacific Grove,US,36.6177,-121.9166,69.89,76,0,9.22,clear sky
662,Bandar-E Lengeh,IR,26.5579,54.8807,82.51,69,0,6.91,haze
663,Guangyuan,CN,32.442,105.823,72.79,73,100,3.62,overcast clouds
664,San Andres,CO,12.5847,-81.7006,82.42,83,100,11.5,overcast clouds
665,Vilhena,BR,-12.7406,-60.1458,71.42,71,88,2.39,overcast clouds
666,Teya,RU,60.3778,92.6267,58.86,41,66,5.06,broken clouds
667,La Paz,BO,-16.5,-68.15,49.98,25,0,5.75,clear sky
668,Glace Bay,CA,46.1969,-59.957,59.79,96,100,12.66,moderate rain
669,Puerto Ayacucho,VE,5.6639,-67.6236,75.52,91,100,3.0,overcast clouds
670,Morehead,US,37.2711,-87.1764,69.55,64,0,3.44,clear sky
